Transmogrifying Licid,Exodus,1,0.25,0.25
Treasure Hunter,Exodus,2,0.26,0.52
Treasure Trove,Exodus,1,0.25,0.25
Treefolk Seedlings,Urza's Saga,1,0.28,0.28
Treetop Defense,Portal,1,0.67,0.67
Treetop Rangers,Urza's Saga,1,0.22,0.22
Tremor,Visions,10,0.20,2.00
Tropical Storm,Mirage,1,0.25,0.25
Trumpeting Armodon,Tempest,1,0.24,0.24
Tundra Wolves,Fifth Edition,1,0.21,0.21
Tundra Wolves,Fourth Edition,1,0.17,0.17
Turnabout,Urza's Saga,1,6.25,6.25
Twiddle,Fourth Edition,1,0.24,0.24
Twitch,Tempest,3,0.21,0.63
Uktabi Efreet,Weatherlight,8,0.20,1.60
Uktabi Faerie,Mirage,7,0.21,1.47
Uktabi Wildcats,Mirage,1,0.44,0.44
Umbilicus,Urza's Saga,1,1.85,1.85
Undergrowth (A),Alliances,1,0.21,0.21
Undergrowth (B),Alliances,1,0.25,0.25
Undying Beast,Portal,6,0.24,1.44
Unerring Sling,Mirage,1,0.25,0.25
Unfulfilled Desires,Mirage,1,4.99,4.99
Unlikely Alliance,Alliances,1,0.24,0.24
Unnerve,Urza's Saga,1,0.24,0.24
Unseen Walker,Mirage,1,0.24,0.24
Unstable Mutation,Fourth Edition,1,0.19,0.19
Unstable Mutation,Revised Edition,2,0.24,0.48
Unstable Shapeshifter,Tempest,1,0.60,0.60
Unsummon,Fourth Edition,2,0.22,0.44
Unsummon,Revised Edition,1,0.23,0.23
Untamed Wilds,Portal,1,0.24,0.24
Unworthy Dead,Urza's Saga,3,0.22,0.66
Unyaro Bee Sting,Mirage,3,0.24,0.72
Unyaro Griffin,Mirage,1,0.24,0.24
Urborg Mindsucker,Visions,7,0.21,1.47
Urborg Panther,Mirage,4,0.20,0.80
Urza's Armor,Urza's Saga,1,0.28,0.28
Urza's Power Plant,Fifth Edition,1,2.03,2.03
Valorous Charge,Portal,1,0.25,0.25
Vampire Hounds,Exodus,7,0.24,1.68
Vampiric Embrace,Urza's Saga,1,0.29,0.29
Vampiric Feast,Portal,3,0.26,0.78
Vampiric Touch,Portal,7,0.22,1.54
Vampirism,Visions,1,0.25,0.25
Vanishing,Visions,10,0.40,4.00
Vaporous Djinn,Mirage,1,0.24,0.24
Vebulid,Urza's Saga,1,0.44,0.44
Vec Townships,Tempest,1,0.25,0.25
Veil of Birds,Urza's Saga,5,0.23,1.15
Veiled Apparition,Urza's Saga,1,0.25,0.25
Veiled Crocodile,Urza's Saga,1,0.35,0.35
Veiled Sentry,Urza's Saga,1,0.26,0.26
Veiled Serpent,Urza's Saga,5,0.20,1.00
Venerable Monk,Stronghold,7,0.20,1.40
Vengeance,Portal,3,0.25,0.75
Venom,Fifth Edition,1,0.20,0.20
Venomous Fangs,Urza's Saga,1,0.22,0.22
Ventifact Bottle,Mirage,1,1.68,1.68
Verdant Force,Tempest,1,1.07,1.07
Verdant Touch,Stronghold,1,0.35,0.35
Verdigris,Tempest,1,0.24,0.24
Vernal Bloom,Urza's Saga,1,4.99,4.99
Vhati il-Dal,Tempest,1,1.98,1.98
Viashino Fangtail,Ravnica: City of Guilds,2,0.20,0.40
Viashino Outrider,Urza's Saga,3,0.20,0.60
Viashino Runner,Urza's Saga,5,0.20,1.00
Viashino Sandswimmer,Urza's Saga,1,0.47,0.47
Viashino Warrior,Mirage,7,0.20,1.40
Viashino Weaponsmith,Urza's Saga,3,0.20,0.60
Victimize,Urza's Saga,1,2.00,2.00
Victual Sliver,Stronghold,1,0.40,0.40
Vigilant Martyr,Mirage,1,0.28,0.28
Vile Requiem,Urza's Saga,1,0.25,0.25
Village Elder,Mirage,4,0.19,0.76
Viridian Acolyte,Darksteel,1,0.19,0.19
Viridian Longbow,Mirrodin,3,0.75,2.25
Virtue's Ruin,Portal,2,0.99,1.98
Vision Charm,Visions,4,0.25,1.00
Visions,Fourth Edition,2,0.24,0.48
Vitalize,Weatherlight,2,0.47,0.94
Vitalizing Cascade,Mirage,1,0.31,0.31
Vodalian Knights,Fallen Empires,1,0.70,0.70
Vodalian Mage (Camp),Fallen Empires,1,0.22,0.22
Vodalian Mage (Poole),Fallen Empires,1,0.20,0.20
Vodalian Soldiers (Benson),Fallen Empires,1,0.19,0.19
Vodalian Soldiers (Ferguson),Fallen Empires,1,0.22,0.22
Voice of Grace,Urza's Saga,3,0.28,0.84
Voice of Law,Urza's Saga,1,0.30,0.30
Volcanic Dragon,Mirage,1,0.51,0.51
Volcanic Geyser,Mirage,1,0.25,0.25
Volcanic Hammer,Ninth Edition,4,0.20,0.80
Volcanic Hammer,Portal,4,0.25,1.00
Volrath's Curse,Tempest,1,0.21,0.21
Volrath's Dungeon,Exodus,1,0.49,0.49
Volrath's Gardens,Stronghold,1,0.36,0.36
Volrath's Laboratory,Stronghold,1,0.61,0.61
Volrath's Shapeshifter,Stronghold,1,30.00,30.00
Volrath's Stronghold,Stronghold,1,129.99,129.99
Voltaic Key,Urza's Saga,1,2.11,2.11
Volunteer Reserves,Weatherlight,2,0.24,0.48
Voodoo Doll,Chronicles,1,0.35,0.35
Vug Lizard,Urza's Saga,1,0.25,0.25
Waiting in the Weeds,Mirage,1,0.71,0.71
Wake of Vultures,Visions,3,0.20,0.60
Walking Dream,Stronghold,4,0.24,0.96
Wall of Blossoms,Stronghold,1,1.00,1.00
Wall of Brambles,Fourth Edition,1,0.24,0.24
Wall of Corpses,Mirage,5,0.23,1.15
Wall of Diffusion,Tempest,4,0.20,0.80
Wall of Essence,Stronghold,1,0.39,0.39
Wall of Granite,Portal,1,0.32,0.32
Wall of Junk,Urza's Saga,1,1.90,1.90
Wall of Nets,Exodus,1,2.48,2.48
Wall of Razors,Stronghold,1,0.31,0.31
Wall of Resistance,Mirage,3,0.23,0.69
Wall of Roots,Mirage,1,0.35,0.35
Wall of Souls,Stronghold,1,0.74,0.74
Wall of Spears,Fifth Edition,2,0.22,0.44
Wall of Spears,Fourth Edition,1,0.19,0.19
Wall of Stone,Fifth Edition,1,0.25,0.25
Wall of Tears,Stronghold,2,1.15,2.30
Wall of Vapor,Chronicles,2,0.18,0.36
Wall of Wonder,Chronicles,1,0.22,0.22
Wall of Wood,Fourth Edition,1,0.20,0.20
War Dance,Urza's Saga,1,0.26,0.26
War Mammoth,Fifth Edition,1,0.20,0.20
War Mammoth,Fourth Edition,1,0.19,0.19
Ward of Lights,Mirage,4,0.23,0.92
Warmth,Tempest,1,0.25,0.25
Warning,Ice Age,1,0.20,0.20
Warping Wurm,Mirage,1,0.61,0.61
Warrior Angel,Stronghold,1,0.49,0.49
Warrior en-Kor,Stronghold,1,0.25,0.25
Warrior's Charge (A),Portal,6,0.25,1.50
Warrior's Honor,Visions,4,0.20,0.80
Warthog,Visions,8,0.20,1.60
Wasteland,Tempest,1,33.12,33.12
Watchdog,Tempest,1,0.25,0.25
Wave Elemental,Mirage,2,0.25,0.50
Waylay,Urza's Saga,1,0.25,0.25
Wayward Soul,Exodus,6,0.20,1.20
Weakness,Revised Edition,4,0.20,0.80
Welkin Hawk,Exodus,4,0.22,0.88
Wellspring,Mirage,1,2.24,2.24
Western Paladin,Urza's Saga,1,0.50,0.50
Whetstone,Urza's Saga,1,0.47,0.47
Whim of Volrath,Tempest,1,21.83,21.83
Whiptail Wurm,Portal,2,0.25,0.50
Whiptongue Frog,Exodus,9,0,0.00
Whirlwind,Urza's Saga,1,0,0.00
Whispers of the Muse,Tempest,1,0,0.00
White Ward,Fourth Edition,1,0,0.00
Wicked Pact,Portal,1,0,0.00
Wicked Reward,Visions,6,0,0.00
Wild Dogs,Urza's Saga,1,0,0.00
Wild Elephant,Mirage,7,0,0.00
Wild Growth,Fifth Edition,1,0,0.00
Wild Growth,Revised Edition,1,0,0.00
Wild Wurm,Tempest,2,0,0.00
Wildfire Emissary,Mirage,2,0,0.00
Wildfire,Urza's Saga,1,0,0.00
Willow Dryad,Portal,4,0,0.00
Willow Faerie (A),Homelands,1,0,0.00
Wind Dancer,Tempest,1,0,0.00
Wind Drake,Portal,2,0,0.00
Wind Drake,Tempest,3,0,0.00
Wind Shear,Visions,2,0,0.00
Windfall,Urza's Saga,1,0,0.00
Winding Wurm,Urza's Saga,1,0,0.00
Windreaper Falcon,Mirage,2,0,0.00
Winds of Rath,Tempest,1,0,0.00
Winged Sliver,Tempest,3,0,0.00
Wings of Aesthir,Ice Age,1,0,0.00
Winter's Grasp,Portal,1,0,0.00
Winter's Grasp,Tempest,1,0,0.00
Witch Engine,Urza's Saga,1,0,0.00
Withering Boon,Mirage,1,0,0.00
Withering Gaze,Portal,1,0,0.00
Wizard Mentor,Urza's Saga,1,0,0.00
Wolverine Pack,Fifth Edition,1,0,0.00
Wood Elves,Exodus,5,0,0.00
Wood Sage,Tempest,1,0,0.00
Word of Binding,Fourth Edition,2,0,0.00
Workhorse,Exodus,1,0,0.00
Worldly Tutor,Mirage,1,0,0.00
Wormwood Treefolk,The Dark,1,0,0.00
Worn Powerstone,Urza's Saga,1,0,0.00
Worship,Urza's Saga,1,0,0.00
Worthy Cause,Tempest,2,0,0.00
Yare,Mirage,1,0,0.00
Yawgmoth's Edict,Urza's Saga,1,0,0.00
Yawgmoth's Will,Urza's Saga,1,0,0.00
Youthful Knight,Stronghold,8,0,0.00
Zealots en-Dal,Exodus,1,0,0.00
Zebra Unicorn,Mirage,1,0,0.00
Zephid's Embrace,Urza's Saga,1,0,0.00
Zephid,Urza's Saga,1,0,0.00
Zephyr Falcon,Fifth Edition,1,0,0.00
Zephyr Falcon,Fourth Edition,1,0,0.00
Zhalfirin Commander,Mirage,2,0,0.00
Zhalfirin Knight,Mirage,7,0,0.00
Zirilan of the Claw,Mirage,1,0,0.00
Zombie Cutthroat,Scourge,2,0,0.00
Zombie Mob,Mirage,1,0,0.00
Zombie Scavengers,Weatherlight,6,0,0.00
"Zuberi, Golden Feather",Mirage,1,0,0.00
